item_id,product_category,bullet_point,item_keywords,item_name,product_type,brand,combined_text,text_id
B078FBC4ML,SHOES_CLOTHING_PERSONAL, designer spring summer dressy fancy date night zapatos shoe ladies mujer womans botas botines gifts her , designer spring summer dressy fancy date night zapatos shoe ladies mujer womans botas botines gifts her ,La soluci n de la mujer Becca punta calcet n para botas,BOOT,The Fix, designer spring summer dressy fancy date night zapatos shoe ladies mujer womans botas botines gifts her  designer spring summer dressy fancy date night zapatos shoe ladies mujer womans botas botines gifts her La soluci n de la mujer Becca punta calcet n para botas,text151
B072Y19MV3,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her , zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her ,El tobillo Fix Colette de la mujer envolver vestido Sandalia,SHOES,The Fix, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her  zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her El tobillo Fix Colette de la mujer envolver vestido Sandalia,text152
B07N27HPSD,SHOES_CLOTHING_PERSONAL, UK , UK ,Amazon Brand find Men s Suede Beige Biege US 8,SHOES,find., UK  UK Amazon Brand find Men s Suede Beige Biege US 8,text153
B07L93PKMK,SHOES_CLOTHING_PERSONAL,,,Amazon Brand find Women s Wedge Heels Sandals,SHOES,find.,Amazon Brand find Women s Wedge Heels Sandals,text154
B072Y2BXXC,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her , zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her ,La soluci n de la mujer Talia Backless Slip Fashion Sneaker,SHOES,The Fix, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her  zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her La soluci n de la mujer Talia Backless Slip Fashion Sneaker,text155
B072V9J4R2,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her , zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her ,El tobillo Fix Colette de la mujer envolver vestido Sandalia,SHOES,The Fix, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her  zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her El tobillo Fix Colette de la mujer envolver vestido Sandalia,text156
B077XHXP8P,SHOES_CLOTHING_PERSONAL, ladies mujer womans pijamas pjs lingerie designer spring summer sleep sleeping eyemask mask travel satin silk sexy gifts her , ladies mujer womans pijamas pjs lingerie designer spring summer sleep sleeping eyemask mask travel satin silk sexy gifts her ,Amazon Brand Mae Women s Sleepwear Sleep Mask Nap Queen One Size,ACCESSORY,Mae, ladies mujer womans pijamas pjs lingerie designer spring summer sleep sleeping eyemask mask travel satin silk sexy gifts her  ladies mujer womans pijamas pjs lingerie designer spring summer sleep sleeping eyemask mask travel satin silk sexy gifts her Amazon Brand Mae Women s Sleepwear Sleep Mask Nap Queen One Size,text157
B07MVZGJWK,SHOES_CLOTHING_PERSONAL, Women sandal sandal , Women sandal sandal ,Amazon Brand 206 Collective Women s Honn Leather Sandal Black Snake Embossed 8 B US,SANDAL,206 Collective, Women sandal sandal  Women sandal sandal Amazon Brand 206 Collective Women s Honn Leather Sandal Black Snake Embossed 8 B US,text158
B07WHTR647,SHOES_CLOTHING_PERSONAL,,,find Tassle Leather Loafers Brown Tan 3 5 UK,SHOES,find.,find Tassle Leather Loafers Brown Tan 3 5 UK,text159
B082MVK464,SHOES_CLOTHING_PERSONAL,,,find Thora Loafers Red Red 4 UK,SHOES,find.,find Thora Loafers Red Red 4 UK,text160
B0812BNQJK,SHOES_CLOTHING_PERSONAL,,,find Men s Cupsole Boat Shoe Blue Suede womens 12,SHOES,find.,find Men s Cupsole Boat Shoe Blue Suede womens 12,text161
B07YV75PFW,SHOES_CLOTHING_PERSONAL,,,find Women s Block Heel Leather Ankle Boots Cowboy Blau Faded Blue 2,SHOES,find.,find Women s Block Heel Leather Ankle Boots Cowboy Blau Faded Blue 2,text162
B07ZKL8V2B,SHOES_CLOTHING_PERSONAL,,,find Men s 1921brs un 2484,SUSPENDER,find.,find Men s 1921brs un 2484,text163
B082MV75YD,SHOES_CLOTHING_PERSONAL,,,find Ruth Court Synthetic Closed Toe Heels Beige Nude Patent 8 UK,SHOES,find.,find Ruth Court Synthetic Closed Toe Heels Beige Nude Patent 8 UK,text164
B07NZPF8V5,SHOES_CLOTHING_PERSONAL, farmhouse and , farmhouse and ,Steamboat Driftwood Swatch Stone Beam 25020076,SWATCH,Stone & Beam, farmhouse and  farmhouse and Steamboat Driftwood Swatch Stone Beam 25020076,text165
B082PMJDNN,SHOES_CLOTHING_PERSONAL, Sneaker Slip on sneaker slip on sneaker Girls slip on sneaker boys slip on sneaker toddler girls sneaker toddler boys sneaker , Sneaker Slip on sneaker slip on sneaker Girls slip on sneaker boys slip on sneaker toddler girls sneaker toddler boys sneaker ,Amazon Essentials Baby Slip On Canvas Sneaker Light Gray 8 Toddler US Toddler,SHOES,Amazon Essentials, Sneaker Slip on sneaker slip on sneaker Girls slip on sneaker boys slip on sneaker toddler girls sneaker toddler boys sneaker  Sneaker Slip on sneaker slip on sneaker Girls slip on sneaker boys slip on sneaker toddler girls sneaker toddler boys sneaker Amazon Essentials Baby Slip On Canvas Sneaker Light Gray 8 Toddler US Toddler,text166
B07P1TKPSN,SHOES_CLOTHING_PERSONAL,,,Chocolate Swatch Ravenna Home,SWATCH,Ravenna Home,Chocolate Swatch Ravenna Home,text167
B0746MD149,SHOES_CLOTHING_PERSONAL, work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans mocasines , work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans mocasines ,Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Chestnut 9 5 B US,SHOES,206 Collective, work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans mocasines  work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans mocasines Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Chestnut 9 5 B US,text168
B07Z9LGMDJ,SHOES_CLOTHING_PERSONAL,,,find Mens Men s Suede Chelsea Boots Blau Navy Nubuck Look 9 UK,BOOT,find.,find Mens Men s Suede Chelsea Boots Blau Navy Nubuck Look 9 UK,text169
B078FHHGJ8,SHOES_CLOTHING_PERSONAL, sandals women women sandals sandals women womens sandals shoe sandals for women women women women sandals womens amazondesigner , sandals women women sandals sandals women womens sandals shoe sandals for women women women women sandals womens amazondesigner ,Amazon Brand 206 Collective Women s Eve Stiletto Heel Dress Sandal Low Heeled black suede 8 B US,SANDAL,206 Collective, sandals women women sandals sandals women womens sandals shoe sandals for women women women women sandals womens amazondesigner  sandals women women sandals sandals women womens sandals shoe sandals for women women women women sandals womens amazondesigner Amazon Brand 206 Collective Women s Eve Stiletto Heel Dress Sandal Low Heeled black suede 8 B US,text170
B0812BV548,SHOES_CLOTHING_PERSONAL,,,find Men s Chunky Boat Shoe Brown Camel us 7,SHOES,find.,find Men s Chunky Boat Shoe Brown Camel us 7,text171
B07J5NFXS7,SHOES_CLOTHING_PERSONAL, summer sandals open toe wedges , summer sandals open toe wedges ,Amazon Brand find Women s Crossover Leather Platform Sandal Shoes Off White US 8 5,SANDAL,find., summer sandals open toe wedges  summer sandals open toe wedges Amazon Brand find Women s Crossover Leather Platform Sandal Shoes Off White US 8 5,text172
B077159NR7,SHOES_CLOTHING_PERSONAL, zapatos shoe ladies mujer womans gifts her designer spring summer date night dressy fancy high heels , zapatos shoe ladies mujer womans gifts her designer spring summer date night dressy fancy high heels ,Amazon Brand The Fix Women s Lizzie Block Heel Ruffled Sandal Heeled,SANDAL,The Fix, zapatos shoe ladies mujer womans gifts her designer spring summer date night dressy fancy high heels  zapatos shoe ladies mujer womans gifts her designer spring summer date night dressy fancy high heels Amazon Brand The Fix Women s Lizzie Block Heel Ruffled Sandal Heeled,text173
B082PN2TF3,SHOES_CLOTHING_PERSONAL, womens flats ballet flats knit flats flats womens ballet flats womens knit knit , womens flats ballet flats knit flats flats womens ballet flats womens knit knit ,Amazon Essentials Women s Ballet Flat Black Knit 11 5 B US,SHOES,Amazon Essentials, womens flats ballet flats knit flats flats womens ballet flats womens knit knit  womens flats ballet flats knit flats flats womens ballet flats womens knit knit Amazon Essentials Women s Ballet Flat Black Knit 11 5 B US,text174
B07TJ1D7LB,SHOES_CLOTHING_PERSONAL, loafer , loafer ,find Abe Loafers Chocolate Brown 12 UK,SHOES,find., loafer  loafer find Abe Loafers Chocolate Brown 12 UK,text175
B07MHY9PC4,SHOES_CLOTHING_PERSONAL, Women sandals sandal thong sandal strap , Women sandals sandal thong sandal strap ,Amazon Brand 206 Collective Women s Sakon Leather Flat Sandal White 10 B US,SANDAL,206 Collective, Women sandals sandal thong sandal strap  Women sandals sandal thong sandal strap Amazon Brand 206 Collective Women s Sakon Leather Flat Sandal White 10 B US,text176
B06X9WKFQC,SHOES_CLOTHING_PERSONAL, women fashion womens footwear womens boots ankle boots block heel boots womens fashion womens block heel boots womens ankle boots womens shoes , women fashion womens footwear womens boots ankle boots block heel boots womens fashion womens block heel boots womens ankle boots womens shoes ,find Women s 43510 Boots Brown Brown 03 8,SHOES,find., women fashion womens footwear womens boots ankle boots block heel boots womens fashion womens block heel boots womens ankle boots womens shoes  women fashion womens footwear womens boots ankle boots block heel boots womens fashion womens block heel boots womens ankle boots womens shoes find Women s 43510 Boots Brown Brown 03 8,text177
B07222ZMCY,SHOES_CLOTHING_PERSONAL, lace up boys shoes desert boots kids shoes walking boots boys boots , lace up boys shoes desert boots kids shoes walking boots boys boots ,Red Wagon Boys Muck 2 Desert Boots Brown Sand 4 us,BOOT,Red Wagon, lace up boys shoes desert boots kids shoes walking boots boys boots  lace up boys shoes desert boots kids shoes walking boots boys boots Red Wagon Boys Muck 2 Desert Boots Brown Sand 4 us,text178
B0746MC52X,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her , zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her ,Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Red Plaid 11 5 B US,SHOES,206 Collective, zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her  zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Red Plaid 11 5 B US,text179
B0746MWPFM,SHOES_CLOTHING_PERSONAL, work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans botines botas , work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans botines botas ,Amazon Brand 206 Collective Women s Balcom Short Back Zip Shearling Ankle Boot Sand 7 B US,BOOT,206 Collective, work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans botines botas  work wear office top gifts gifts for gifts for her zapatos shoe para de ladies mujer womans botines botas Amazon Brand 206 Collective Women s Balcom Short Back Zip Shearling Ankle Boot Sand 7 B US,text180
B082PN971K,SHOES_CLOTHING_PERSONAL, womens flats ballet flats knit flats flats womens ballet flats womens knit knit , womens flats ballet flats knit flats flats womens ballet flats womens knit knit ,Amazon Essentials Women s Ballet Flat Navy Knit 7 5 Wide US,SHOES,Amazon Essentials, womens flats ballet flats knit flats flats womens ballet flats womens knit knit  womens flats ballet flats knit flats flats womens ballet flats womens knit knit Amazon Essentials Women s Ballet Flat Navy Knit 7 5 Wide US,text181
B07RQS83SB,SHOES_CLOTHING_PERSONAL, UK , UK ,Amazon Brand find Men s Moccasins Green Khaki 11 5 UK,SHOES,find., UK  UK Amazon Brand find Men s Moccasins Green Khaki 11 5 UK,text182
B0812C1HYC,SHOES_CLOTHING_PERSONAL,,,find Men s Cupsole Boat Shoe Red Suede us 5,SHOES,find.,find Men s Cupsole Boat Shoe Red Suede us 5,text183
B082MTW2Y3,SHOES_CLOTHING_PERSONAL,,,find Ruth Court Synthetic Closed Toe Heels Black Black 5 UK,SHOES,find.,find Ruth Court Synthetic Closed Toe Heels Black Black 5 UK,text184
B07VSH1HMQ,SHOES_CLOTHING_PERSONAL,,,find Pull On Leather Cowboy Boots Red 6 UK,BOOT,find.,find Pull On Leather Cowboy Boots Red 6 UK,text185
B07RQS83QD,SHOES_CLOTHING_PERSONAL, UK , UK ,find Addison Mocassins Green Khaki 10 US,SHOES,find., UK  UK find Addison Mocassins Green Khaki 10 US,text186
B0788LWHBM,SHOES_CLOTHING_PERSONAL,,,Amazon Brand The Fix Women s Navarro Jogger Fashion Sneaker black textile 7 B US,SHOES,The Fix,Amazon Brand The Fix Women s Navarro Jogger Fashion Sneaker black textile 7 B US,text187
B07Z592G96,SHOES_CLOTHING_PERSONAL,,,find Women s Wedge Close Toe Canvas Espadrille Sandal Beige 6 us,SANDAL,find.,find Women s Wedge Close Toe Canvas Espadrille Sandal Beige 6 us,text188
B07T81R7PK,SHOES_CLOTHING_PERSONAL,,,Amazon Essentials Women s Shelly Sneaker,SHOES,Amazon Essentials,Amazon Essentials Women s Shelly Sneaker,text189
B0794P473N,SHOES_CLOTHING_PERSONAL, Crib Baby Infant Sneakers Tennis slip on On , Crib Baby Infant Sneakers Tennis slip on On ,Simple Joys by Carter s Baby Boys 2 Pack Crib Shoe Set Soft Sole High Top Slip Sneaker Navy Chambray Heathered Grey Navy 9 12 Months Regular US Infant,SHOES,Simple Joys by Carter's, Crib Baby Infant Sneakers Tennis slip on On  Crib Baby Infant Sneakers Tennis slip on On Simple Joys by Carter s Baby Boys 2 Pack Crib Shoe Set Soft Sole High Top Slip Sneaker Navy Chambray Heathered Grey Navy 9 12 Months Regular US Infant,text190
B01MG624B1,SHOES_CLOTHING_PERSONAL, gifts newborn preemie recien nacidos boy girl cozy outfit easter para de infant baby months meses , gifts newborn preemie recien nacidos boy girl cozy outfit easter para de infant baby months meses ,Moon and Back Baby Juego de 7 pa os org nicos para eructos talla nica ,ACCESSORY,Moon and Back, gifts newborn preemie recien nacidos boy girl cozy outfit easter para de infant baby months meses  gifts newborn preemie recien nacidos boy girl cozy outfit easter para de infant baby months meses Moon and Back Baby Juego de 7 pa os org nicos para eructos talla nica ,text191
B07D4436CK,SHOES_CLOTHING_PERSONAL,,,Amazon Brand find Women s Andy Classic Chelsea Boots Black 4 UK,SHOES,find.,Amazon Brand find Women s Andy Classic Chelsea Boots Black 4 UK,text192
B06X9W9XZ9,SHOES_CLOTHING_PERSONAL, women fashion womens footwear trainers womens trainers womens fashion womens shoes , women fashion womens footwear trainers womens trainers womens fashion womens shoes ,find Women s Walsh Elastic Trainer White White 5 UK 38 EU ,SHOES,find., women fashion womens footwear trainers womens trainers womens fashion womens shoes  women fashion womens footwear trainers womens trainers womens fashion womens shoes find Women s Walsh Elastic Trainer White White 5 UK 38 EU ,text193
B06WRTQPG5,SHOES_CLOTHING_PERSONAL,,,find Women s B06gl5002r T Bar Sandals Multicolour White Silver 8 us,SHOES,find.,find Women s B06gl5002r T Bar Sandals Multicolour White Silver 8 us,text194
B082PN7P55,SHOES_CLOTHING_PERSONAL, womens flats ballet flats knit flats flats womens ballet flats womens knit knit , womens flats ballet flats knit flats flats womens ballet flats womens knit knit ,Amazon Essentials Women s Ballet Flat Leopard Knit 11 B US,SHOES,Amazon Essentials, womens flats ballet flats knit flats flats womens ballet flats womens knit knit  womens flats ballet flats knit flats flats womens ballet flats womens knit knit Amazon Essentials Women s Ballet Flat Leopard Knit 11 B US,text195
B0746MHV82,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her , zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her ,Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Gray 6 5 B US,SHOES,206 Collective, zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her  zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Gray 6 5 B US,text196
B07WGNMJ8H,SHOES_CLOTHING_PERSONAL, heel woman , heel woman ,find Women s Block Heel Sandal Violett Lilac Croc US 5,SHOES,find., heel woman  heel woman find Women s Block Heel Sandal Violett Lilac Croc US 5,text197
B06XRXDHZH,SHOES_CLOTHING_PERSONAL, sandals for women shoes peep toe sandals ladies sandals womens shows womens sandals open toe sandals sandals , sandals for women shoes peep toe sandals ladies sandals womens shows womens sandals open toe sandals sandals ,find Women s 10311 Open Toe Sandals Black 8,SHOES,find., sandals for women shoes peep toe sandals ladies sandals womens shows womens sandals open toe sandals sandals  sandals for women shoes peep toe sandals ladies sandals womens shows womens sandals open toe sandals sandals find Women s 10311 Open Toe Sandals Black 8,text198
B082PMYBPY,SHOES_CLOTHING_PERSONAL, womens flats ballet flats knit flats flats womens ballet flats womens knit knit , womens flats ballet flats knit flats flats womens ballet flats womens knit knit ,Amazon Essentials Women s Ballet Flat Navy Knit 6 B US,SHOES,Amazon Essentials, womens flats ballet flats knit flats flats womens ballet flats womens knit knit  womens flats ballet flats knit flats flats womens ballet flats womens knit knit Amazon Essentials Women s Ballet Flat Navy Knit 6 B US,text199
B082PMYR9D,SHOES_CLOTHING_PERSONAL, womens flats ballet flats knit flats flats womens ballet flats womens knit knit , womens flats ballet flats knit flats flats womens ballet flats womens knit knit ,Amazon Essentials Women s Ballet Flat Leopard Knit 7 5 Wide US,SHOES,Amazon Essentials, womens flats ballet flats knit flats flats womens ballet flats womens knit knit  womens flats ballet flats knit flats flats womens ballet flats womens knit knit Amazon Essentials Women s Ballet Flat Leopard Knit 7 5 Wide US,text200
B076RH138B,SHOES_CLOTHING_PERSONAL, zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels gifts for her , zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels gifts for her ,Amazon Brand The Fix Women s Gracie Block Heel Strappy Sandal Heeled Magenta Velvet 7 B US,SANDAL,The Fix, zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels gifts for her  zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels gifts for her Amazon Brand The Fix Women s Gracie Block Heel Strappy Sandal Heeled Magenta Velvet 7 B US,text201
B082PN2QCP,SHOES_CLOTHING_PERSONAL, womens flats ballet flats knit flats flats womens ballet flats womens knit knit , womens flats ballet flats knit flats flats womens ballet flats womens knit knit ,Amazon Essentials Women s Ballet Flat Mauve Knit 7 Wide US,SHOES,Amazon Essentials, womens flats ballet flats knit flats flats womens ballet flats womens knit knit  womens flats ballet flats knit flats flats womens ballet flats womens knit knit Amazon Essentials Women s Ballet Flat Mauve Knit 7 Wide US,text202
B072V71HLQ,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her , zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her ,El tobillo Fix Colette de la mujer envolver vestido Sandalia,SHOES,The Fix, zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her  zapatos shoe para de ladies mujer womans designer cocktail work wear business office sexy spring fall gifts for her El tobillo Fix Colette de la mujer envolver vestido Sandalia,text203
B07XPP2HW5,SHOES_CLOTHING_PERSONAL, woman women , woman women ,find Women s Espadrilles Orange Terracotta US 6,SHOES,find., woman women  woman women find Women s Espadrilles Orange Terracotta US 6,text204
B07YFGRYFF,SHOES_CLOTHING_PERSONAL, with cushion tennis casual for men athletics Concept 3 by Outdoor foam mens flat Concept 3 mens walking clog sandals Knit durable for men Concept 3 bobs sneakers Flexible concept 3 jogging men sneakers sports comfortable Cushioned sneaker outdoor running concept 3 for men Form Fit Traction Breathable training summer Grey water mens Grey crocband men Concept 3 pool clog walk Multisport by work classics running sneakers Adult clog traction flats cloudfoam footwear indoor Training mens sneakers gym run cushion sneakers men mens running casual runners walking Concept 3 for men Men sneaker mesh mens casual walking for men nubuck men sneakers for men Sneakers for men wide Indoor running mens for men running men sneaker for men slip cleo comfortable clog shoe originals , with cushion tennis casual for men athletics Concept 3 by Outdoor foam mens flat Concept 3 mens walking clog sandals Knit durable for men Concept 3 bobs sneakers Flexible concept 3 jogging men sneakers sports comfortable Cushioned sneaker outdoor running concept 3 for men Form Fit Traction Breathable training summer Grey water mens Grey crocband men Concept 3 pool clog walk Multisport by work classics running sneakers Adult clog traction flats cloudfoam footwear indoor Training mens sneakers gym run cushion sneakers men mens running casual runners walking Concept 3 for men Men sneaker mesh mens casual walking for men nubuck men sneakers for men Sneakers for men wide Indoor running mens for men running men sneaker for men slip cleo comfortable clog shoe originals ,Concept 3 by Skechers Men s Xavien Lace up Sneaker BBK 12 Medium US,SHOES,Concept 3 by Skechers, with cushion tennis casual for men athletics Concept 3 by Outdoor foam mens flat Concept 3 mens walking clog sandals Knit durable for men Concept 3 bobs sneakers Flexible concept 3 jogging men sneakers sports comfortable Cushioned sneaker outdoor running concept 3 for men Form Fit Traction Breathable training summer Grey water mens Grey crocband men Concept 3 pool clog walk Multisport by work classics running sneakers Adult clog traction flats cloudfoam footwear indoor Training mens sneakers gym run cushion sneakers men mens running casual runners walking Concept 3 for men Men sneaker mesh mens casual walking for men nubuck men sneakers for men Sneakers for men wide Indoor running mens for men running men sneaker for men slip cleo comfortable clog shoe originals  with cushion tennis casual for men athletics Concept 3 by Outdoor foam mens flat Concept 3 mens walking clog sandals Knit durable for men Concept 3 bobs sneakers Flexible concept 3 jogging men sneakers sports comfortable Cushioned sneaker outdoor running concept 3 for men Form Fit Traction Breathable training summer Grey water mens Grey crocband men Concept 3 pool clog walk Multisport by work classics running sneakers Adult clog traction flats cloudfoam footwear indoor Training mens sneakers gym run cushion sneakers men mens running casual runners walking Concept 3 for men Men sneaker mesh mens casual walking for men nubuck men sneakers for men Sneakers for men wide Indoor running mens for men running men sneaker for men slip cleo comfortable clog shoe originals Concept 3 by Skechers Men s Xavien Lace up Sneaker BBK 12 Medium US,text205
B01NB1LG3Z,SHOES_CLOTHING_PERSONAL, casual basics designer work wear business office top gifts gifts for zapatos shoe para de hombre caballero male botas fathers day gifts for dad , casual basics designer work wear business office top gifts gifts for zapatos shoe para de hombre caballero male botas fathers day gifts for dad ,206 Collective Pioneer Moc Toe Botas de cord n para hombre,SHOES,206 Collective, casual basics designer work wear business office top gifts gifts for zapatos shoe para de hombre caballero male botas fathers day gifts for dad  casual basics designer work wear business office top gifts gifts for zapatos shoe para de hombre caballero male botas fathers day gifts for dad 206 Collective Pioneer Moc Toe Botas de cord n para hombre,text206
B0746MWPCP,SHOES_CLOTHING_PERSONAL, zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her , zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her ,Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Chestnut 8 5 B US,SHOES,206 Collective, zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her  zapatos shoe para de ladies mujer womans mocasines designer clothing work wear office top gifts gifts for gifts for her Amazon Brand 206 Collective Women s Roosevelt Shearling Slide Slipper Shoe Chestnut 8 5 B US,text207
B07YNRR572,SHOES_CLOTHING_PERSONAL,,,find Women s Mary Jane Pump Closed Toe Heels Braun Toffee Nude US 0 Asia Size s,SHOES,find.,find Women s Mary Jane Pump Closed Toe Heels Braun Toffee Nude US 0 Asia Size s,text208
B07H5YXS5R,SHOES_CLOTHING_PERSONAL,,,Amazon Brand find Woven Leather Loafers Blue Navy US 6 5,SHOES,find.,Amazon Brand find Woven Leather Loafers Blue Navy US 6 5,text209
B06WD6K3VH,SHOES_CLOTHING_PERSONAL, women boots women s boots women s shoes womens boots ladies ankle boots ladies boots ankle boots Women shoes women s ankle boots women ankle boots womens ankle boots ladies shoes , women boots women s boots women s shoes womens boots ladies ankle boots ladies boots ankle boots Women shoes women s ankle boots women ankle boots womens ankle boots ladies shoes ,find Women s 116393 Boots Blue Navy Black 8 US,SHOES,find., women boots women s boots women s shoes womens boots ladies ankle boots ladies boots ankle boots Women shoes women s ankle boots women ankle boots womens ankle boots ladies shoes  women boots women s boots women s shoes womens boots ladies ankle boots ladies boots ankle boots Women shoes women s ankle boots women ankle boots womens ankle boots ladies shoes find Women s 116393 Boots Blue Navy Black 8 US,text210
B07HH8N4ML,SHOES_CLOTHING_PERSONAL,,,Jenny Women s Korsika 2257287 Schwarz 70 4 UK,SHOES,Jenny,Jenny Women s Korsika 2257287 Schwarz 70 4 UK,text211
B07VDHJMTJ,SHOES_CLOTHING_PERSONAL,,,Amazon Essentials Women s Fluffy Slipper,SHOES,Amazon Essentials,Amazon Essentials Women s Fluffy Slipper,text212
B07NXW8WH2,SHOES_CLOTHING_PERSONAL,,,Moon and Back by Hanna Andersson Unisex Baby 2 Pack Organic Swaddle Blanket,ACCESSORY,Moon and Back by Hanna Andersson,Moon and Back by Hanna Andersson Unisex Baby 2 Pack Organic Swaddle Blanket,text213
B071H41V7M,SHOES_CLOTHING_PERSONAL, boys shoes Shoes flat zip ankle boots classics kids shoes boys boots , boys shoes Shoes flat zip ankle boots classics kids shoes boys boots ,RED WAGON Boys Spot Boots Yellow 6 us,BOOT,RED WAGON, boys shoes Shoes flat zip ankle boots classics kids shoes boys boots  boys shoes Shoes flat zip ankle boots classics kids shoes boys boots RED WAGON Boys Spot Boots Yellow 6 us,text214
B07P1TKTVX,SHOES_CLOTHING_PERSONAL, insulated away shed angel butterfly for loved solar hope aqua hydroponics farmhouse men memorial don t pendant cover we stones rocks memory pump box hydrofarm decor utilities mother minnie storage hydroponic covers buddha and pet extra stepping mouse of growing love boulder rock air mickey , insulated away shed angel butterfly for loved solar hope aqua hydroponics farmhouse men memorial don t pendant cover we stones rocks memory pump box hydrofarm decor utilities mother minnie storage hydroponic covers buddha and pet extra stepping mouse of growing love boulder rock air mickey ,Stone Beam Bronx Sod Swatch Stone Beam 25020051,SWATCH,Stone & Beam, insulated away shed angel butterfly for loved solar hope aqua hydroponics farmhouse men memorial don t pendant cover we stones rocks memory pump box hydrofarm decor utilities mother minnie storage hydroponic covers buddha and pet extra stepping mouse of growing love boulder rock air mickey  insulated away shed angel butterfly for loved solar hope aqua hydroponics farmhouse men memorial don t pendant cover we stones rocks memory pump box hydrofarm decor utilities mother minnie storage hydroponic covers buddha and pet extra stepping mouse of growing love boulder rock air mickey Stone Beam Bronx Sod Swatch Stone Beam 25020051,text215
B07VYH5X4D,SHOES_CLOTHING_PERSONAL,,,Amazon Brand 206 Collective Women s Sakon Flat Sandal,SANDAL,206 Collective,Amazon Brand 206 Collective Women s Sakon Flat Sandal,text216
B076ZVQ1P3,SHOES_CLOTHING_PERSONAL, gifts her zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels , gifts her zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels ,Amazon Brand The Fix Women s Lizzie Block Heel Ruffled Sandal Heeled Bubble Gum Pink Suede 6 B US,SANDAL,The Fix, gifts her zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels  gifts her zapatos shoe ladies mujer womans designer spring summer date night dressy fancy high heels Amazon Brand The Fix Women s Lizzie Block Heel Ruffled Sandal Heeled Bubble Gum Pink Suede 6 B US,text217
